,date,locality,state,location,location_detail,county_x,claims,valence,issues,size_low,size_high,size_mean,size_cat,lat,lon,resolved_locality,resolved_county,resolved_state,fips_code,month_year,county_y,population,size_mean_over_pop
5274,2020-07-03,Santa Clarita,CA,"Santa Clarita, CA",in front of Santa Clarita Valley Sheriff's Station,,"in support of police, for President Trump",2.0,executive; policing,200.0,200.0,200.0,2,34.391664,-118.542586,Santa Clarita,Los Angeles,CA,6037.0,2020-07-01,Los Angeles,10014009.0,1.9972021195507214e-05
5277,2020-07-03,Pensacola,FL,"Pensacola, FL",Lee Square,,for keeping Confederate monument,2.0,racism,50.0,50.0,50.0,1,30.421309,-87.216915,Pensacola,Escambia,FL,12033.0,2020-07-01,Escambia,321905.0,0.00015532532890138396
5281,2020-07-03,Bloomfield Township,MI,"Bloomfield Township, MI",Telegraph Rd & Exeter St,,"in support of police, for President Trump",2.0,executive; policing,25.0,25.0,25.0,1,42.57931,-83.282709,Bloomfield Township,Oakland,MI,26125.0,2020-07-01,Oakland,1274395.0,1.9617151668046407e-05
5291,2020-07-03,Marion,VA,"Marion, VA",Main St; Smyth County Courthouse,,"against Black Lives Matter protesters, for patriotism, for freedom, for Confederate heritage, All Lives Matter",2.0,civil rights; policing; racism,200.0,200.0,200.0,2,36.834838,-81.514837,Marion,Smyth,VA,51173.0,2020-07-01,Smyth,29800.0,0.006711409395973154
5296,2020-07-04,Juneau,AK,"Juneau, AK",near the whale statue in Overstreet Park,,"in support of police, against defunding police, for patriotism",2.0,policing,50.0,50.0,50.0,1,58.301944,-134.419722,Juneau,Juneau,AK,2110.0,2020-07-01,"Juneau City and Borough, Alaska",32255.0,0.0015501472639900791
5299,2020-07-04,Wickenburg,AZ,"Wickenburg, AZ",Horseshoe Cafe,,"against coronavirus mandates, for freedom, for patriotism, Thin Blue Line",2.0,civil rights; covid; policing,12.0,12.0,12.0,1,33.969766,-112.730188,Wickenburg,Maricopa,AZ,4013.0,2020-07-01,Maricopa,4420568.0,2.714583284320024e-06
5301,2020-07-04,El Cajon,CA,"El Cajon, CA",sidewalk near a shopping center behind the El Cajon police station,,in support of police,2.0,policing,50.0,50.0,50.0,1,32.794773,-116.962527,El Cajon,San Diego,CA,6073.0,2020-07-01,San Diego,3298634.0,1.5157789557738142e-05
5306,2020-07-04,Redondo Beach,CA,"Redondo Beach, CA",Esplanade,,"against beach closure due to Covid, for freedom, for President Trump, against Black Lives Matter, against communism",2.0,civil rights; covid; democracy; executive; policing; racism,60.0,60.0,60.0,1,33.849182,-118.388408,Redondo Beach,Los Angeles,CA,6037.0,2020-07-01,Los Angeles,10014009.0,5.9916063586521645e-06
5309,2020-07-04,San Angelo,CA,"San Angelo, CA",Tom Green County Courthouse,,"against state coronavirus mandates, against Governor Abbott, in support of police, journalism not propaganda, open Texas, for patriotism",2.0,covid; policing,75.0,75.0,75.0,1,34.050058,-118.003053,La Puente,Los Angeles,CA,6037.0,2020-07-01,Los Angeles,10014009.0,7.489507948315205e-06
5319,2020-07-04,Tampa,FL,"Tampa, FL",Tampa Convention Center,,"against Black Lives Matter protesters, for patriotism, for freedom of speech and assembly",2.0,civil rights; policing; racism,4.0,4.0,4.0,1,27.950575,-82.457178,Tampa,Hillsborough,FL,12057.0,2020-07-01,Hillsborough,1459762.0,2.7401727130861056e-06
5320,2020-07-04,Tampa,FL,"Tampa, FL",N Dale Mabry Highway and W Spruce St,,against Black Lives Matter protesters,2.0,policing; racism,1.0,1.0,1.0,1,27.950575,-82.457178,Tampa,Hillsborough,FL,12057.0,2020-07-01,Hillsborough,1459762.0,6.850431782715264e-07
5337,2020-07-04,Towson,MD,"Towson, MD",Fallen Officers Memorial,,"in support of police and first responders, for patriotism, Back the Blue, All Lives Matter",2.0,policing; racism,40.0,60.0,50.0,1,39.401496,-76.601912,Towson,Baltimore,MD,24005.0,2020-07-01,Baltimore,854535.0,5.851135412826859e-05
5345,2020-07-04,Kansas City,MO,"Kansas City, MO",,,against Black Lives Matter protesters,2.0,policing; racism,1.0,1.0,1.0,1,39.099727,-94.578567,Kansas City,Jackson,MO,29095.0,2020-07-01,Jackson,717204.0,1.394303433890497e-06
5352,2020-07-04,Keene,NH,"Keene, NH",Central Square,,against Black Lives Matter,2.0,policing; racism,1.0,1.0,1.0,1,42.933692,-72.278141,Keene,Cheshire,NH,33005.0,2020-07-01,Cheshire,76458.0,1.3079076094064716e-05
5354,2020-07-04,Atlantic City,NJ,"Atlantic City, NJ",Atlantic Ave,,"against Black Lives Matter, Blue Lives Matter, for patriotism, for President Trump",2.0,executive; policing; racism,2.0,2.0,2.0,1,39.364283,-74.422927,Atlantic City,Atlantic,NJ,34001.0,2020-07-01,Atlantic,274534.0,7.285072158639732e-06
5360,2020-07-04,Schenectady,NY,"Schenectady, NY",Schenectady Police Department,,"against defunding police, in support of law enforcement",2.0,policing,36.0,36.0,36.0,1,42.814243,-73.939569,Schenectady,Schenectady,NY,36093.0,2020-07-01,Schenectady,158061.0,0.00022776016854252472
5366,2020-07-04,Gettysburg,PA,"Gettysburg, PA",Gettysburg National Military Park,,"against desecration of Confederate monuments, against Black Lives Matter protesters",2.0,policing; racism,200.0,200.0,200.0,2,39.830929,-77.231095,Gettysburg,Adams,PA,42001.0,2020-07-01,Adams,103852.0,0.0019258175095327966
5370,2020-07-04,Germantown,TN,"Germantown, TN",,,"against Black Lives Matter, against communism, All Lives Matter",2.0,democracy; policing; racism,2.0,2.0,2.0,1,35.086758,-89.810086,Germantown,Shelby,TN,47157.0,2020-07-01,Shelby,929744.0,2.151129773356967e-06
5373,2020-07-04,Austin,TX,"Austin, TX",Texas Governor's Mansion,,"against coronavirus mandates, for freedom, for patriotism, against contact tracing, for Confederate heritage, for Second Amendment rights",2.0,civil rights; covid; guns; racism,200.0,200.0,200.0,2,30.267153,-97.743061,Austin,Travis,TX,48453.0,2020-07-01,Travis,1290188.0,0.00015501616818634184
5383,2020-07-05,Pueblo,CO,"Pueblo, CO",Abriendo Ave,,"against removal of monument to Christopher Columbus, against anti-racism protesters, for patriotism",2.0,racism,24.0,24.0,24.0,1,38.254447,-104.609141,Pueblo,Pueblo,CO,8101.0,2020-07-01,Pueblo,168162.0,0.00014271952046241123
5385,2020-07-05,Stamford,CT,"Stamford, CT",Columbus Park,,"against removal of Christopher Columbus statue, for Italian American heritage, for patriotism, for freedom, against socialism, for Western civilization",2.0,civil rights; democracy; racism,300.0,300.0,300.0,2,41.05343,-73.538734,Stamford,Fairfield,CT,9001.0,2020-07-01,Fairfield,957419.0,0.00031334243419025524
5390,2020-07-05,Fort Myers,FL,"Fort Myers, FL",Centennial Park,,"in support of police, all lives matter, for patriotism",2.0,policing; racism,200.0,200.0,200.0,2,26.640628,-81.872308,Fort Myers,Lee,FL,12071.0,2020-07-01,Lee,760822.0,0.0002628735762109928
5391,2020-07-05,Saint Augustine,FL,"Saint Augustine, FL",Plaza de la Constitucion,,"against removal of Confederate monument, for patriotism",2.0,racism,200.0,200.0,200.0,2,29.901244,-81.312434,St. Augustine,St. Johns,FL,12109.0,2020-07-01,St. Johns,273425.0,0.0007314620096918717
5399,2020-07-05,Hewlett,NY,"Hewlett, NY",,,"Blue Lives Matter, against Black Lives Matter protesters",2.0,policing; racism,3.0,3.0,3.0,1,40.643159,-73.695686,Hewlett,Nassau,NY,36059.0,2020-07-01,Nassau,1395774.0,2.1493450945496907e-06
5403,2020-07-05,Wantagh,NY,"Wantagh, NY",Wantagh High School; Wantagh Ave; Seaford Long Island Rail Road station,,"in support of police, for patriotism, Blue Lives Matter, defund de Blasio",2.0,policing,1000.0,2000.0,1500.0,3,40.683712,-73.510126,Wantagh,Nassau,NY,36059.0,2020-07-01,Nassau,1395774.0,0.0010746725472748453
5404,2020-07-05,Athens,OH,"Athens, OH",Athens County Courthouse,,"against defunding police, Thin Blue Line, Blue Lives Matter",2.0,policing,30.0,50.0,40.0,1,39.32924,-82.101255,Athens,Athens,OH,39009.0,2020-07-01,Athens,62431.0,0.0006407073409043584
5407,2020-07-05,Mansfield,OH,"Mansfield, OH",Bob Evans restaurant on Trimble Rd,Richland,"in support of police, all lives matter",2.0,policing; racism,24.0,24.0,24.0,1,40.75839,-82.515447,Mansfield,Richland,OH,39139.0,2020-07-01,Richland,124936.0,0.00019209835435743102
5409,2020-07-05,Portland,OR,"Portland, OR",Multnomah County Justice Center; Chapman Square,,"in support of police, Blue Lives Matter, for patriotism",2.0,policing,36.0,36.0,36.0,1,45.505106,-122.675026,Portland,Multnomah,OR,41051.0,2020-07-01,Multnomah,815428.0,4.4148594357809644e-05
5422,2020-07-06,Bloomington,IN,"Bloomington, IN",Monroe County Courthouse,Monroe,against Black Lives Matter protesters,2.0,policing; racism,2.0,2.0,2.0,1,39.165325,-86.526386,Bloomington,Monroe,IN,18105.0,2020-07-01,Monroe,139718.0,1.4314547875005369e-05
5425,2020-07-06,Brainerd,MN,"Brainerd, MN",6th St & Washington St,,"All Lives Matter, for President Trump, against racism toward whites, against Marxism, for patriotism, against Black on Black crime",2.0,democracy; executive; racism,10.0,15.0,12.0,1,46.352673,-94.202008,Brainerd,Crow Wing,MN,27035.0,2020-07-01,Crow Wing,66123.0,0.00018147996914840523
5432,2020-07-06,Burlington,VT,"Burlington, VT",Burlington Police Department,,"in support of police, against defunding police",2.0,policing,20.0,30.0,25.0,1,44.475882,-73.212072,Burlington,Chittenden,VT,50007.0,2020-07-01,Chittenden,168323.0,0.00014852396879808463
5457,2020-07-08,New York,NY,"New York, NY","NYPD 122 Precinct, Staten Island",,"in support of police, Blue Lives Matter",2.0,policing,150.0,150.0,150.0,2,40.712775,-74.005973,New York,,NY,36085.0,2020-07-01,Richmond,495747.0,0.0003025736918226434
5461,2020-07-09,Fayetteville,NC,"Fayetteville, NC",Cumberland County Courthouse,,"in support of police, for patriotism, Thin Blue Line",2.0,policing,200.0,200.0,200.0,2,35.052664,-78.878358,Fayetteville,Cumberland,NC,37051.0,2020-07-01,Cumberland,334728.0,0.000597500059750006
5464,2020-07-09,Wall Township,NJ,"Wall Township, NJ",Wall Speedway Stadium,,"in support of police, against defunding police, for patriotism, for law and order, We Back Blue, Thin Blue Line",2.0,legislative; policing,300.0,400.0,350.0,2,40.160667,-74.067975,,Monmouth,NJ,34025.0,2020-07-01,Monmouth,643615.0,0.0005438033607047692
5469,2020-07-09,Philadelphia,PA,"Philadelphia, PA",Police Lodge 5,,"against Black Lives Matter, in support of police, for President Trump, All Lives Matter",2.0,executive; policing; racism,10.0,10.0,10.0,1,39.952584,-75.165222,Philadelphia,Philadelphia,PA,42101.0,2020-07-01,Philadelphia,1603797.0,6.235203083682037e-06
5478,2020-07-10,Springfield,OR,"Springfield, OR",Springfield Library,,"All Lives Matter, against divisions created by Black Lives Matter movement, for President Trump, for patriotism, for religious freedom, for freedom of enterprise, against coronavirus mask mandates, Blue Lives Matter",2.0,civil rights; covid; executive; policing; racism; religion,200.0,300.0,250.0,2,44.046236,-123.022029,Springfield,Lane,OR,41039.0,2020-07-01,Lane,382971.0,0.000652790942395116
5481,2020-07-10,Dyersburg,TN,"Dyersburg, TN",Madison County Courthouse,,"against Black Lives Matter protesters, against removal of Confederate monument",2.0,policing; racism,20.0,20.0,20.0,1,36.034516,-89.385628,Dyersburg,Dyer,TN,47045.0,2020-07-01,Dyer,36801.0,0.0005434634928398685
5487,2020-07-11,Killingly,CT,"Killingly, CT","Davis Park, Danielson Borough",,"in support of police, for patriotism, Thin Blue Line",2.0,policing,300.0,300.0,300.0,2,41.81224,-71.833415,Killingly,Windham,CT,9015.0,2020-07-01,Windham,116418.0,0.002576921094676081
5491,2020-07-11,Jupiter,FL,"Jupiter, FL",Carlin Park,,"in support of police, for patriotism, defend the police",2.0,policing,200.0,200.0,200.0,2,26.934225,-80.094209,Jupiter,Palm Beach,FL,12099.0,2020-07-01,Palm Beach,1492191.0,0.00013403109923595572
5497,2020-07-11,Muncie,IN,"Muncie, IN",Muncie City Hall,,"in support of police, for patriotism",2.0,policing,50.0,70.0,60.0,1,40.193377,-85.38636,Muncie,Delaware,IN,18035.0,2020-07-01,Delaware,111903.0,0.0005361786547277553
5508,2020-07-11,Salem,OR,"Salem, OR",Oregon State Capitol,,"in support of police, All Lives Matter, for President Trump",2.0,executive; policing; racism,36.0,36.0,36.0,1,44.942898,-123.035096,Salem,Marion,OR,41047.0,2020-07-01,Marion,345920.0,0.00010407030527289546
5512,2020-07-11,Rogersville,TN,"Rogersville, TN",Hawkins County Courthouse,,against Black Lives Matter protesters,2.0,policing; racism,200.0,200.0,200.0,2,36.407317,-83.005442,Rogersville,Hawkins,TN,47073.0,2020-07-01,Hawkins,56721.0,0.0035260309232911973
5515,2020-07-11,Abingdon,VA,"Abingdon, VA",Washington County Circuit Court; Main St; Abingdon Police Department,,"in support of police, for patriotism, for freedom, for President Trump, against defunding police, Back the Blue, Thin Blue Line",2.0,civil rights; executive; policing,45.0,45.0,45.0,1,36.709833,-81.977348,Abingdon,Washington,VA,51191.0,2020-07-01,Washington,53935.0,0.0008343376286270511
5518,2020-07-11,Charleston,WV,"Charleston, WV",West Virginia State Capitol,,"in support of police, Back the Blue, Thin Blue Line",2.0,policing,100.0,100.0,100.0,2,38.34982,-81.632623,Charleston,Kanawha,WV,54039.0,2020-07-01,Kanawha,180745.0,0.0005532656505020886
5531,2020-07-12,Plattsburgh,NY,"Plattsburgh, NY",The Oval,,"in support of police and the U.S. military, against defunding police, for patriotism",2.0,military; policing,300.0,300.0,300.0,2,44.699487,-73.452912,Plattsburgh,Clinton,NY,36019.0,2020-07-01,Clinton,79843.0,0.0037573738461731147
5532,2020-07-12,Suffern,NY,"Suffern, NY",Lafayette Avenue,,"in support of police, Blue Lives Matter",2.0,policing,1000.0,1000.0,1000.0,3,41.114818,-74.149589,Suffern,Rockland,NY,36087.0,2020-07-01,Rockland,338329.0,0.002955702880923598
5539,2020-07-13,South Bend,IN,"South Bend, IN",County-City Building,,"in support of police, defend the police, for law and order, all lives matter, Blue Lives Matter",2.0,legislative; policing; racism,80.0,80.0,80.0,1,41.676355,-86.25199,South Bend,St. Joseph,IN,18141.0,2020-07-01,St. Joseph,272912.0,0.0002931347833733951
5546,2020-07-13,Kelso,WA,"Kelso, WA",Kelso City Hall,,"against anti-racism protesters, for police, for Confederate flag",2.0,policing; racism,60.0,60.0,60.0,1,46.146779,-122.908445,Kelso,Cowlitz,WA,53015.0,2020-07-01,Cowlitz,110730.0,0.000541858574911948
5555,2020-07-14,Northfield,NJ,"Northfield, NJ",City Hall,,"in support of police, for President Trump",2.0,executive; policing,200.0,200.0,200.0,2,39.370394,-74.550155,Northfield,Atlantic,NJ,34001.0,2020-07-01,Atlantic,274534.0,0.0007285072158639732
5562,2020-07-15,Longview,WA,"Longview, WA",City Hall,,"against anti-racism protesters, for patriotism",2.0,racism,35.0,35.0,35.0,1,46.138168,-122.938167,Longview,Cowlitz,WA,53015.0,2020-07-01,Cowlitz,110730.0,0.00031608416869863634
5564,2020-07-15,Seattle,WA,"Seattle, WA",Seattle City Hall,,against defunding police,2.0,policing,100.0,100.0,100.0,2,47.606209,-122.332071,Seattle,King,WA,53033.0,2020-07-01,King,2269675.0,4.405917146728056e-05
5565,2020-07-16,Boston,MA,"Boston, MA",Statehouse,,"in support of police, against defunding police",2.0,policing,24.0,24.0,24.0,1,42.360082,-71.05888,Boston,Suffolk,MA,25025.0,2020-07-01,Suffolk,797936.0,3.007760020853803e-05
5573,2020-07-17,Divide,CO,"Divide, CO",Teller County Detention Facility,,"against anti-ICE protesters, Blue Lives Matter",2.0,migration; policing,10.0,15.0,12.0,1,38.942256,-105.15764,Divide,Teller,CO,8119.0,2020-07-01,Teller,24710.0,0.0004856333468231485
5579,2020-07-17,Everett,WA,"Everett, WA",Snohomish County Campus,,Blue Lives Matter; All Lives Matter,2.0,policing; racism,300.0,300.0,300.0,2,47.978985,-122.20208,Everett,Snohomish,WA,53061.0,2020-07-01,Snohomish,827957.0,0.00036233765763197845
5582,2020-07-18,Bentonville,AR,"Bentonville, AR",Benton County Courthouse,,Thin Blue Line,2.0,policing,24.0,24.0,24.0,1,36.372854,-94.208817,Bentonville,Benton,AR,5007.0,2020-07-01,Benton,284333.0,8.440807081837141e-05
5583,2020-07-18,Sheridan,AR,"Sheridan, AR",Sheridan courthouse square,,"against anti-racism protesters, for President Trump",2.0,executive; racism,12.0,12.0,12.0,1,34.307041,-92.401265,Sheridan,Grant,AR,5053.0,2020-07-01,Grant,17958.0,0.0006682258603407952
5587,2020-07-18,Chico,CA,"Chico, CA",Chico City Hall,,"in support of police, Bridge the Blue",2.0,policing; transportation,200.0,200.0,200.0,2,39.728494,-121.837478,Chico,Butte,CA,6007.0,2020-07-01,Butte,211632.0,0.000945036667422696
5588,2020-07-18,Huntington Beach,CA,"Huntington Beach, CA",,,"against state restrictions on businesses and schools during coronavirus pandemic, against Governor Newsom, for President Trump, All Lives Matter",2.0,covid; economy; education; executive; racism,200.0,200.0,200.0,2,33.659484,-117.998803,Huntington Beach,Orange,CA,6059.0,2020-07-01,Orange,3186989.0,6.275515855247697e-05
5591,2020-07-18,Rancho Cucamonga,CA,"Rancho Cucamonga, CA",Rancho Cucamonga City Hall; Foothill Boulevard,,"in support of police, against defunding police, for patriotism",2.0,policing,300.0,300.0,300.0,2,34.106399,-117.593108,Rancho Cucamonga,San Bernardino,CA,6071.0,2020-07-01,San Bernardino,2181654.0,0.00013751034765366094
5592,2020-07-18,Redding,CA,"Redding, CA",Redding City Hall,,in support of police,2.0,policing,200.0,200.0,200.0,2,40.58654,-122.391675,Redding,Shasta,CA,6089.0,2020-07-01,Shasta,182155.0,0.0010979660179517444
5593,2020-07-18,Santa Rosa,CA,"Santa Rosa, CA",Old Courthouse Square,,"in support of police, for patriotism",2.0,policing,35.0,40.0,38.0,1,38.440429,-122.714055,Santa Rosa,Sonoma,CA,6097.0,2020-07-01,Sonoma,488863.0,7.773138895764253e-05
5595,2020-07-18,Sherman Oaks,CA,"Sherman Oaks, CA","Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,"white lives matter, for white supremacy",2.0,racism,1.0,1.0,1.0,1,34.148972,-118.451357,Los Angeles,Los Angeles,CA,6037.0,2020-07-01,Los Angeles,10014009.0,9.986010597753607e-08
5597,2020-07-18,South Lake Tahoe,CA,"South Lake Tahoe, CA",entrance of the El Dorado County Sheriff's Office,,"in support of police, Blue Lives Matter, defend the police",2.0,policing,200.0,200.0,200.0,2,38.939926,-119.977187,South Lake Tahoe,El Dorado,CA,6017.0,2020-07-01,El Dorado,191185.0,0.0010461071736799436
5599,2020-07-18,Torrington,CT,"Torrington, CT",Coe Memorial Park,,"in support of police, defend the police, no police no peace",2.0,policing,200.0,400.0,300.0,2,41.800305,-73.121172,Torrington,Litchfield,CT,9005.0,2020-07-01,Litchfield,185186.0,0.0016199928720313631
5603,2020-07-18,Tallahassee,FL,"Tallahassee, FL",Winn-Dixie,,Back the Blue,2.0,policing,200.0,200.0,200.0,2,30.438256,-84.280733,Tallahassee,Leon,FL,12073.0,2020-07-01,Leon,292198.0,0.0006844673817069248
5617,2020-07-18,Boone,NC,"Boone, NC",Bibleway Bapist Church,,"in support of police, for Christian values",2.0,policing; religion,300.0,300.0,300.0,2,36.216795,-81.674552,Boone,Watauga,NC,37189.0,2020-07-01,Watauga,54086.0,0.005546721887364567
5620,2020-07-18,Wayne,NJ,"Wayne, NJ",Ramapo Plaza; Valley Rd,,"in support of police and the military, for President Trump, All Lives Matter",2.0,executive; military; policing; racism,100.0,100.0,100.0,2,40.925372,-74.276544,Wayne,Passaic,NJ,34031.0,2020-07-01,Passaic,524118.0,0.00019079672898087834
5621,2020-07-18,Rio Rancho,NM,"Rio Rancho, NM",,,"in support of police, make America safe again, for President Trump",2.0,executive; policing,100.0,100.0,100.0,2,35.232754,-106.663044,Rio Rancho,Sandoval,NM,35043.0,2020-07-01,Sandoval,148834.0,0.0006718894876170768
5625,2020-07-18,Pleasant Valley,NY,"Pleasant Valley, NY",Cady Park,,"in support of police, against Black Lives Matter, for President Trump",2.0,executive; policing; racism,200.0,200.0,200.0,2,41.744538,-73.821244,Pleasant Valley,Dutchess,NY,36027.0,2020-07-01,Dutchess,295911.0,0.0006758788960194112
5629,2020-07-18,Williamsport,PA,"Williamsport, PA",Brandon Park,,"for white supremacy, against homosexuality",2.0,racism,15.0,30.0,22.0,1,41.24119,-77.001079,Williamsport,Lycoming,PA,42081.0,2020-07-01,Lycoming,114188.0,0.00019266472834273305
5630,2020-07-18,Dallas,TX,"Dallas, TX",Polk County Courthouse,,against anti-racism protesters,2.0,racism,40.0,40.0,40.0,1,32.776664,-96.796988,Dallas,Dallas,TX,48113.0,2020-07-01,Dallas,2613539.0,1.530491796755281e-05
5633,2020-07-18,Wichita Falls,TX,"Wichita Falls, TX",Wichita County Courthouse,,in support of police,2.0,policing,4.0,4.0,4.0,1,33.913708,-98.493387,Wichita Falls,Wichita,TX,48485.0,2020-07-01,Wichita,129350.0,3.092385001932741e-05
5638,2020-07-18,Spokane,WA,"Spokane, WA",Riverfront Park,,"in support of police, for President Trump, for Josh Freed for governor",2.0,executive; policing,300.0,300.0,300.0,2,47.65878,-117.426047,Spokane,Spokane,WA,53063.0,2020-07-01,Spokane,539339.0,0.0005562364301487561
5640,2020-07-19,Los Gatos,CA,"Los Gatos, CA",Santa Cruz Ave and Main St,,against Black Lives Matter protesters,2.0,policing; racism,12.0,12.0,12.0,1,37.235808,-121.962375,Los Gatos,Santa Clara,CA,6085.0,2020-07-01,Santa Clara,1936259.0,6.1975179973340346e-06
5645,2020-07-19,Louisville,KY,"Louisville, KY",River City FOP ball field,,"in support of police, Blue Lives Matter",2.0,policing,200.0,1000.0,600.0,2,38.252665,-85.758456,Louisville,Jefferson,KY,21111.0,2020-07-01,Jefferson,782969.0,0.0007663138642781515
5651,2020-07-19,Farmington,NY,"Farmington, NY",Finger Lakes Gaming & Racetrack,,in support of police,2.0,policing,100.0,100.0,100.0,2,42.987752,-77.309467,,Ontario,NY,36069.0,2020-07-01,Ontario,112458.0,0.0008892208646783689
5653,2020-07-19,Fort Plain,NY,"Fort Plain, NY",Haslett Park,,"in support of police, all lives matter, defend the police, Black lives don't matter, racist and proud of it",2.0,policing; racism,12.0,12.0,12.0,1,42.931462,-74.622642,Fort Plain,Montgomery,NY,36057.0,2020-07-01,Montgomery,49532.0,0.00024226762496971655
5668,2020-07-20,Parker,CO,"Parker, CO",Coffee Cabin,,"in support of police, against vandalism of coffee shop",2.0,policing,2500.0,2500.0,2500.0,3,39.5186,-104.761363,Parker,Douglas,CO,8035.0,2020-07-01,Douglas,357978.0,0.00698366938750426
5683,2020-07-21,Waterloo,IA,"Waterloo, IA",Lincoln Park,,in support of police,2.0,policing,100.0,100.0,100.0,2,42.492786,-92.342577,Waterloo,Black Hawk,IA,19013.0,2020-07-01,Black Hawk,131144.0,0.0007625205880558775
5684,2020-07-21,Boise,ID,"Boise, ID",Idaho Statehouse; Boise City Hall,,"all lives matter, for President Trump, for patriotism, Burn Loot Murder, not in our city, in support of police, against Mayor McLean",2.0,executive; policing; racism,200.0,200.0,200.0,2,43.615019,-116.202314,Boise,Ada,ID,16001.0,2020-07-01,Ada,494967.0,0.0004040673418631949
5687,2020-07-21,Petoskey,MI,"Petoskey, MI",US 31 and Mitchell St,,in support of police,2.0,policing,25.0,25.0,25.0,1,45.373343,-84.95533,Petoskey,Emmet,MI,26047.0,2020-07-01,Emmet,34112.0,0.0007328799249530956
5691,2020-07-21,Victoria,TX,"Victoria, TX",De Leon Plaza,,against removal of Confederate statue,2.0,racism,30.0,40.0,35.0,1,28.805267,-97.003598,Victoria,Victoria,TX,48469.0,2020-07-01,Victoria,91319.0,0.0003832718273305665
5696,2020-07-22,Springfield,OR,"Springfield, OR",Springfield Public Library,,against anti-racism protesters,2.0,racism,100.0,100.0,100.0,2,44.046236,-123.022029,Springfield,Lane,OR,41039.0,2020-07-01,Lane,382971.0,0.0002611163769580464
5698,2020-07-22,Salt Lake City,UT,"Salt Lake City, UT",Utah State Capitol,,against anti-racism protesters,2.0,racism,20.0,20.0,20.0,1,40.760779,-111.891047,Salt Lake City,Salt Lake,UT,49035.0,2020-07-01,Salt Lake,1185238.0,1.687424804132166e-05
5703,2020-07-23,Fresno,CA,"Fresno, CA",Fresno County Peace Officers Memorial,,"in support of police, against defunding police, defund politicians, for patriotism",2.0,policing,200.0,200.0,200.0,2,36.737798,-119.787125,Fresno,Fresno,CA,6019.0,2020-07-01,Fresno,1008654.0,0.0001982840498327474
5707,2020-07-23,Hartford,CT,"Hartford, CT",Connecticut State Capitol,,against proposed police reforms; in support of law enforcement,2.0,policing,300.0,300.0,300.0,2,41.765804,-72.673372,Hartford,Hartford,CT,9003.0,2020-07-01,Hartford,899498.0,0.0003335193630224859
5709,2020-07-23,Schereville,IN,"Schereville, IN",Fox Run Plaza,,"for police, for President Trump",2.0,executive; policing,200.0,200.0,200.0,2,41.478925,-87.454761,Schererville,Lake,IN,18089.0,2020-07-01,Lake,498700.0,0.0004010427110487267
5711,2020-07-23,Annapolis,MD,"Annapolis, MD",College Ave; House of Delegates,,in support of police,2.0,policing,100.0,100.0,100.0,2,38.978445,-76.492183,Annapolis,Anne Arundel,MD,24003.0,2020-07-01,Anne Arundel,588261.0,0.0001699925713246331
5713,2020-07-23,Providence,RI,"Providence, RI",Providence Police Department,,in support of police,2.0,policing,5.0,20.0,12.0,1,41.823989,-71.412834,Providence,Providence,RI,44007.0,2020-07-01,Providence,660741.0,1.816142785145768e-05
5718,2020-07-24,New Port Richey,FL,"New Port Richey, FL","The Social, Nebraska Ave",,"against anti-racism protesters, white lives matter",2.0,racism,1.0,1.0,1.0,1,28.244177,-82.719267,New Port Richey,Pasco,FL,12101.0,2020-07-01,Pasco,561891.0,1.7797046046297235e-06
5725,2020-07-24,Lynn,MA,"Lynn, MA",Lynn/Nahant Rotary,,"in support of police, against defunding police, against state legislation mandating police reform",2.0,legislative; policing,8.0,8.0,8.0,1,42.466763,-70.949494,Lynn,Essex,MA,25009.0,2020-07-01,Essex,809829.0,9.878628698157265e-06
5732,2020-07-24,Somers,NY,"Somers, NY",Joanna�s Restaurant,,"all lives matter, against Black Lives Matter protesters",2.0,policing; racism,80.0,80.0,80.0,1,41.299631,-73.736018,,Westchester,NY,36119.0,2020-07-01,Westchester,1004457.0,7.964502213633834e-05
5734,2020-07-24,Utica,NY,"Utica, NY",Adirondack Bank Center,,"in support of police, for patriotism",2.0,policing,50.0,50.0,50.0,1,43.100903,-75.232664,Utica,Oneida,NY,36065.0,2020-07-01,Oneida,232125.0,0.0002154011847065159
5737,2020-07-24,Albany,OR,"Albany, OR",Albany Police Department,,"in support of police, for law and order, against Marxism, for recalling Governor Brown",2.0,democracy; legislative; policing,50.0,50.0,50.0,1,44.636511,-123.105928,Albany,Linn,OR,41043.0,2020-07-01,Linn,128610.0,0.00038877225721172535
5741,2020-07-24,Huntington,WV,"Huntington, WV",Harris Riverfront Park,,in support of police,2.0,policing,20.0,30.0,25.0,1,38.41925,-82.445154,Huntington,Cabell,WV,54011.0,2020-07-01,Cabell,94350.0,0.00026497085320614734
5742,2020-07-25,Hoover,AL,"Hoover, AL",Hoover City Hall,,against Black Lives Matter protesters,2.0,policing; racism,24.0,24.0,24.0,1,33.405387,-86.811378,Hoover,Jefferson,AL,1073.0,2020-07-01,Jefferson,674721.0,3.5570257928832806e-05
5747,2020-07-25,Loomis,CA,"Loomis, CA",,,"against Black Lives Matter marchers, all lives matter, for President Trump, for patriotism",2.0,executive; policing; racism,30.0,30.0,30.0,1,38.821289,-121.193004,Loomis,Placer,CA,6061.0,2020-07-01,Placer,404739.0,7.41218414830298e-05
